bdb,strongs,LemmaGuess
BDB763,H0761,אֲרַמִּי
BDB763,H7421,אֲרַמִּי
BDB764,H0762,אֲרָמִית
BDB766,H0759,אַרְמוֺן
BDB767,H0764,אַרְמֹנִי
BDB769,H0765,אֲרָן
BDB770,H0766,אֹ֫רֶן
BDB771,H0767,אֹ֫רֶן
BDB772,H3120,ארנבן
BDB772,H1835,ארנבן
BDB773,H0770,אַרְנָן
BDB774,H0771,אָרְנָן
BDB775,H0769,אַרְנוֺן
BDB777,H0727,אֲרוֺן
BDB778,H0774,אַרְפַּד
BDB779,H0775,אַרְפַּכְשַׁד
BDB780,H0776,אֶ֫רֶץ
BDB781,H0777,אַרְצָא
BDB782,H0779,אָרַר
BDB783,H3994,מְאֵרָה
BDB784,H0780,אֲרָרַט
BDB785,H0781,אָרַשׂ
BDB787,H0782,אֲרֶ֫שֶׁת
BDB788,H0783,אַרְתַּחְשַׁשְׂתָּא
BDB789,H0840,אֲשַׂרְאֵל
BDB790,H0841,אֲשַׂרְאֵ֫לָה
BDB791,H0844,אַשְׂרִיאֵל
BDB792,H0845,אַשְׂרִאֵלִי
BDB793,H0784,אֵשׁ
BDB793,H0799,אֵשׁ
BDB794,H0800,אֶשָּׁה
BDB795,H0801,אִשֶּׁה
BDB796,H0786,אִשׁ
BDB797,H0788,אַשְׁבֵּל
BDB798,H0789,אַשְׁבֵּלִי
BDB799,H0790,אֶשְׁבָּן
BDB801,H0793,אֶ֫שֶׁד
BDB802,H0794,אֲשֵׁדָה
BDB803,H0795,אַשְׁדּוֺד
BDB804,H0796,אַשְׁדּוֺדִי
BDB805,H0797,אַשְׁדּוֺדִית
BDB807,H0803,אָשְׁיָה
BDB809,H2977,יאֹשִׁיָּ֫הוּ
BDB810,H0380,אֱשׁוּן
BDB811,H0804,אַשּׁוּר
BDB811,H0838,אַשּׁוּר
BDB812,H0805,אַשּׁוּרִם
BDB813,H0805,אֲשׁוּרִי
BDB814,H0807,אֲשִׁימָא
BDB815,H0810,אֶ֫שֶׁךְ
BDB816,H0811,אֶשְׁכּוֺל
BDB817,H0812,אֶשְׁכֹּל
BDB818,H0813,אַשְׁכְּנַז
BDB820,H0815,אֵ֫שֶׁל
BDB821,H0816,אָשַׁם
BDB822,H0818,אָשֵׁם
BDB823,H0817,אָשָׁם
BDB824,H0819,אַשְׁמָה
BDB826,H0823,אַשְׁנָה
BDB827,H0825,אַשָּׁף
BDB829,H0827,אַשְׁפָּה
BDB830,H0828,אַשְׁפְּנַז
BDB831,H0829,אֶשְׁפָּר
BDB832,H0831,אַשְׁקְלוֺן
BDB833,H0832,אֶשְׁקְלוֺנִי
BDB834,H0833,אָשַׁר
BDB835,H0835,אֶ֫שֶׁר
BDB836,H0837,א֫שֶׁר
BDB837,H0838,אֲשׁוּר
BDB838,H0838,אַשֻּׁר
BDB839,H0836,אָשֵׁר
BDB840,H0843,אָשֵׁרִי
BDB841,H8391,אֲשֻׁרִים
BDB842,H0839,תְּאַשּׁוּר
BDB842,H8391,תְּאַשּׁוּר
BDB843,H0842,אֲשֵׁרָה
BDB844,H0834,אֲשֶׁר
BDB845,H0834,בַּאֲשֶׁר 
BDB846,H0834,מֵאֲשֶׁר
BDB847,H0377,אשׁשׁ
BDB848,H0809,אֲשִׁישָׁה
BDB848,H0808,אֲשִׁישָׁה
BDB849,H0847,אֶשְׁתָּאוֺל
BDB850,H0848,אֶשְׁתָּאֻלִי
BDB851,H0850,אֶשְׁתּוֺן
BDB852,H0851,אֶשְׁתְּמוֺעַ
BDB853,H0853,אֵת
BDB854,H0854,אֵת
BDB855,H0856,אֶתְבַּ֫עַל
BDB856,H0863,אִתַּי
BDB857,H0384,אִיתִיאֵל
BDB858,H0855,אֵת
BDB859,H0857,אָתָה
BDB860,H2978,אִיתוֺן
BDB861,H0864,אֵתָם
BDB863,H0860,אָתוֺן
BDB864,H0867,אֶתְנִי
BDB865,H0862,אתוק
BDB866,H0862,אַתִּיק
BDB867,H0871,אֲתָרִים
BDB869,H0855,אֵת
BDB870,H9003,ב
BDB871,H9003,בְּ
BDB872,H1119,בְּמוֺ
BDB874,H0874,באר
BDB875,H0875,בְּאֵר
BDB875,H0876,בְּאֵר
BDB875,H0879,בְּאֵר
BDB876,H0883,בְּאֵר לַחַי רֹאִי
BDB877,H0884,בְּאֵר שֶׁ֫בַע
BDB878,H0878,בְּאֵרָא
BDB879,H0880,בְּאֵרָה
BDB880,H0881,בְאֵרוֺת
BDB881,H0886,בְּאֵרֹתִי
BDB882,H0885,בְּאֵרֹת בְּנֵייַֿעֲקָן
BDB883,H0882,בְאֵרִי
BDB884,H0877,בּאֹר
BDB885,H0953,בּוֺר
BDB886,H0953,בּוֺר הַסִּרָה
BDB886,H5626,בּוֺר הַסִּרָה
BDB887,H0953,בּוֺר עָשָׁן
BDB887,H6228,בּוֺר עָשָׁן
BDB888,H0953,בַּיִר
BDB889,H1275,בֵּרִי
BDB890,H1268,בֵּרוֺ֫תָה
BDB891,H1268,בֵּרֹתַי
BDB892,H1307,בֵּרֹתִי
BDB893,H0807,בָּאַשׁ
BDB894,H0889,בְּאשׁ
BDB895,H0890,בָּאְשָׁה
BDB896,H0891,בְּאֻשִׁים
BDB897,H0892,בָּבָה
BDB898,H0893,בֵּבַי
BDB899,H0894,בָּבֶ֫ל
BDB900,H0897,בַּג
BDB901,H0898,בָּגַד
BDB902,H0899,בֶּ֫גֶד
BDB903,H0900,בֹּגְדוֺת
BDB904,H0901,בָּגוֺד
BDB905,H0899,בֶּ֫גֶד
BDB906,H0902,בִּגְוַי
BDB907,H0903,בִּגְתָא
BDB908,H0904,בִּגְתָן
BDB909,H0906,בַּד
BDB910,H0905,בַּד
BDB910,H0907,בַּד
BDB911,H0908,בָּדָא
BDB912,H0909,בָּדַד
BDB913,H0905,בַּד
BDB914,H0910,בָּדָד
BDB916,H0907,בַּד
BDB917,H0911,בְּדַד
BDB918,H0912,ֵבּדְיָה
BDB919,H0914,בָּדַל
BDB920,H0915,בָּדָל
BDB921,H3995,מִבְדָּלָה
BDB922,H0913,בְּדִיל
BDB923,H0916,בְּדֹ֫לַח
BDB924,H0917,בְּדָן
BDB926,H0919,בֶּ֫דֶק
BDB927,H0918,בָּדַק
BDB929,H0920,בִּדְקַר
BDB931,H0922,בֹּ֫הוּ
BDB932,H0923,בַּ֫הַט
BDB933,H0926,בָּהַל
BDB934,H0928,ֶבּהָלָה
BDB936,H0929,בְּהֵמָה
BDB937,H0930,בְּהֵמוֺת
BDB939,H0931,בֹּ֫הֶן
BDB940,H0932,בֹּ֫הַן
BDB942,H0933,בֹּ֫הַק
BDB944,H0934,בַּהֶ֫רֶת
BDB945,H0925,בָּהִירִ
BDB946,H0935,בּוֺא
BDB947,H0872,בִּאָה
BDB948,H3996,מָבוֺא
BDB948,H3997,מָבוֺא
BDB949,H4126,מוֺבָא
BDB950,H8393,תְּבוּאָה
BDB951,H0936,בּוּז
BDB952,H0937,בּוּז
BDB953,H0939,בּוּזָה
BDB954,H0938,בּוּז
BDB955,H0940,בּוּזִי
BDB956,H0941,בוּזִי
BDB957,H0942,בַּוַּי
BDB958,H0943,בּוּךְ
BDB959,H3998,מְבוּכָה
BDB960,H0945,בּוּל
BDB961,H0944,בּוּל
BDB962,H0946,בּוּנָה
BDB963,H1138,בּוּנִּי
BDB964,H0947,בּוּס
BDB965,H2982,יְבוּס
BDB966,H2983,יְבוּסִי
BDB967,H4001,מְבוּסָה
BDB968,H8395,תְּבוּסָה
BDB970,H0076,אֲבַעְבֻּעֹת
BDB972,H1000,בֵּיצָה
BDB973,H0948,בּוּץ
BDB975,H0950,בּוּקָה
BDB975,H4003,בּוּקָה
BDB976,H4003,מְבוּקָה
BDB977,H0953,בּוֺר
BDB978,H1252,בּוֺר
BDB979,H0952,בּוּר
BDB980,H0954,בּוֺשׁ
BDB981,H0955,בּוּשָׁה
BDB982,H1317,בָּשְׁנָה
BDB983,H1322,בּ֫שֶׁת
BDB984,H4016,מבושׁ
BDB985,H0958,בָּזָא
BDB986,H0959,בָּזָה
BDB986,H0960,בָּזָה
BDB986,H5240,בָּזָה
BDB987,H0963,בִּזָּיוֺן
BDB988,H0962,בָּזַז
BDB989,H0957,בַּז
BDB989,H0897,בַּז
BDB990,H0961,בִּזָּה
BDB991,H0964,בִּזְיוֺתְיָה
BDB993,H0965,בָּזָק
BDB994,H0966,בֶּ֫זֶקִ
BDB995,H0967,בָּזַר
BDB996,H0968,בִּזְּתָא
BDB997,H0973,בָּחֵל
BDB998,H0973,בָּחֵל
BDB999,H0974,בָּחַן
BDB1000,H0976,בֹּ֫חַן
BDB1001,H0975,בַּ֫חַן
BDB1002,H0971,בחון
BDB1003,H0969,בָּחוֺן
BDB1004,H0971,בחיניו
BDB1005,H0977,בָּחַר
BDB1006,H0970,בָּחוּר
BDB1007,H0979,בְּחוּרִים
BDB1008,H0972,בָּחִיר
BDB1009,H0980,בַּחֻרִים
BDB1010,H2984,יִבְחָר
BDB1011,H4005,מִבְחָר
BDB1012,H4004,מִבְחוֺר
BDB1013,H4006,מִבְחָר
BDB1014,H0978,בַּחֲרוּמִי
BDB1014,H1273,בַּחֲרוּמִי
BDB1015,H0981,בָּטָה
BDB1016,H4008,מִבְטָא
BDB1017,H0982,בָּטַח
BDB1018,H0983,בֶּ֫טַח
BDB1019,H0985,בִּטְחָה
BDB1020,H0986,בִּטָּחוֺן
BDB1021,H0987,בַּטֻּחוֺת
BDB1022,H4009,מִבְטָח
BDB1023,H0984,בֶּ֫טַח
BDB1025,H0020,אֲבַטִּחִים
BDB1026,H0988,בָּטַל
BDB1028,H0990,בֶ֫טֶן
BDB1029,H0991,בֶּ֫טֶן
BDB1031,H0992,בָּטְנִים
BDB1032,H0993,בְּטֹנִים
BDB1033,H0015,בָּיַי
BDB1034,H0994,בִּי
BDB1035,H0995,בִּין
BDB1035,H4000,בִּין
BDB1036,H0946,בּוּנָה
BDB1037,H0996,בַּ֫יִן
BDB1037,H1143,בַּ֫יִן
BDB1038,H0996,בֵּית
BDB1039,H0998,בִּינָה
BDB1040,H2985,יָבִין
BDB1041,H4000,מבונים
BDB1042,H8394,תְּבוּנָה
BDB1043,H1002,בִּירָה
BDB1044,H1003,בִּירָנִית
BDB1045,H1004,בַּ֫יִת
BDB1046,H1006,בַּ֫יִת
BDB1047,H1007,בֵּית אָ֫וֶן
BDB1048,H1008,ֵבּיתְאֵל
BDB1049,H1017,בֵּית הָאֱלִי
BDB1050,H1018,בֵּית הָאֵ֫צֶל
BDB1051,H1009,בֵּית ַארְבֵֿאל
BDB1052,H1010,בֵּית בַּ֫עַל מְעוֺן
BDB1052,H1194,בֵּית בַּ֫עַל מְעוֺן
BDB1053,H1011,בֵּית בִּרְאִי
BDB1054,H1012,בֵּית בָּרָה
BDB1055,H1013,בֵּית גָּדֵר
BDB1056,H1019,בֵּית הַגִּלְגָּל
BDB1057,H1014,בֵּית גָּמוּל
BDB1058,H1004,בֵּית הַגָּן
BDB1058,H1588,בֵּית הַגָּן
BDB1059,H1015,בֵּית דִּבְלָתָ֑יִם
BDB1060,H1016,בֵּיתדָּֿגוֺן
BDB1061,H1027,בֵּית הָרָם
BDB1061,H1028,בֵּית הָרָם
BDB1062,H1031,בֵּית חָגְלָה
BDB1063,H1032,בֵּית חוֺרֹן
BDB1063,H0358,בֵּית חוֺרֹן
BDB1065,H1020,בֵּית הַיְשִׁימוֺת
BDB1066,H1033,בֵּית כָּ֑ר
BDB1067,H1021,בֵּית הַכֶּ֫רֶם
BDB1068,H1034,בֵּית לְבָאוֺת
BDB1069,H1035,בֵּית לֶ֫חֶם
BDB1070,H1022,בֵּית הַלַּחְמִי
BDB1071,H1036,בֵּית לְעַפְרָה
BDB1072,H1038,בֵּית מַעֲכָה
BDB1073,H1023,בֵּית הַמֶּרְחָק
BDB1074,H1024,בֵּית מַרְכָּבוֺת
BDB1075,H1039,בֵּית נִמְרָה
BDB1076,H1040,בֵּית עֶ֑דֶן
BDB1077,H1041,בֵּיתעַֿזְמָ֫וֶת
BDB1078,H1025,בֵּית הָעֵ֫מֶק
BDB1079,H1042,בֵּיתעֲֿנוֺת
BDB1080,H1043,בֵּיתעֲֿנָת
BDB1081,H1044,בֵּיתעֵֿ֫קֶד הָרֹעִים
BDB1082,H1026,בֵּית הָֽעֲרָבָה
BDB1082,H6164,בֵּית הָֽעֲרָבָה
BDB1083,H1046,בֵּית פָּ֑לֶט
BDB1083,H6407,בֵּית פָּ֑לֶט
BDB1084,H1047,בֵּית פְּעוֺר
BDB1085,H1048,בֵּית פַּצֵּץ
BDB1086,H1049,בֵּיתצֿוּר
BDB1087,H1050,בֵּיתרְֿחוֺב
BDB1088,H1051,בֵּית רָפָא
BDB1089,H1052,בֵּית שְׁאָן
BDB1090,H1029,בֵּית הַשִּׁטָּה
BDB1091,H1053,בֵּית שֶׁ֫מֶשׁ
BDB1092,H1030,בֵּיתהַֿשִּׁמְשִׁי
BDB1093,H1054,בֵּיתתַּֿפּוּחַ
BDB1094,H1055,בִּיתָן
BDB1096,H1057,בָּכָא
BDB1096,H1056,בָּכָא
BDB1097,H1058,בָּכָה
BDB1098,H1059,בֶּ֫כֶה
BDB1099,H1065,בְּכִי
BDB1100,H0439,בָּכוּת
BDB1101,H1068,בְּכִית
BDB1102,H1066,בֹּכִים
BDB1103,H1069,בָּכַר
BDB1104,H1060,בְּכוֺר
BDB1105,H1071,בֶּ֫כֶר
BDB1106,H1076,בַּכְּרִי
BDB1107,H1074,בֹּכְרוּ
BDB1108,H1075,בִּכְּרִי
BDB1109,H1072,בִּכְרָה
BDB1109,H1070,בִּכְרָה
BDB1110,H1062,בְּכֹרָה
BDB1111,H1064,בְּכוֺרַת
BDB1112,H1067,בְּכִירָה
BDB1113,H1063,בִּכּוּרָה
BDB1113,H1073,בִּכּוּרָה
BDB1114,H1061,בִּכּוּרִים
BDB1115,H1081,בַּלְאֲדָן
BDB1116,H1082,בָּלַג
BDB1117,H1083,בִּלְגָּה
BDB1118,H1084,בִּלְגַּי
BDB1119,H4010,מַבְלִיגִית
BDB1120,H1085,בִּלְדַּד
BDB1121,H1088,בָּלָה
BDB1122,H1086,בָּלָה
BDB1123,H1087,בָּלֶה
BDB1124,H1094,בְּלוֺא
BDB1125,H8399,תַּבְלִית
BDB1126,H1077,בַּל
BDB1127,H1097,בְּלִי
BDB1128,H1099,בְּלִימָה
BDB1128,H1097,בְּלִימָה
BDB1129,H1100,בְּלִיַּ֫עַל
BDB1130,H1107,בִּלְעֲדֵי
BDB1131,H1115,בֵּ֫לֶת
BDB1132,H1089,בָּלַהּ
BDB1133,H1091,בַּלָּהָה
BDB1134,H1090,בִּלְהָה
BDB1136,H1092,בִּלְהָן
BDB1137,H1095,בֵּלְטְשַׁאצַּר
BDB1138,H1101,בָּלַל
BDB1139,H1098,בְּלִיל
BDB1140,H1101,בָּלַל
BDB1141,H7642,שַׁבְּלוּל
BDB1142,H8397,תֶּ֫בֶל
BDB1143,H8400,תְּבַלֻּל
BDB1144,H1102,בָּלַם
BDB1146,H1103,בָּלַס
BDB1147,H1104,בָּלַע
BDB1148,H1105,בֶּ֫לַע
BDB1149,H1106,בֶּ֫לַע
BDB1150,H1108,בַּלְעִי
BDB1151,H1106,בֶּ֫לַע
BDB1151,H6820,בֶּ֫לַע
BDB1152,H1109,בִּלְעָם
BDB1153,H1109,בִּלְעָם
BDB1154,H1110,בָּלַק
BDB1155,H1111,בָּלָק
BDB1156,H1114,בִּלְשָׁן
BDB1157,H1116,בָּמָה
BDB1158,H1120,בָּמוֺת
BDB1158,H1117,בָּמוֺת
BDB1159,H1118,בִּמְהָל
BDB1160,H1121,בֵּן
BDB1161,H1122,בֵּן
BDB1162,H1125,בֶּןאֲֿבִינָדָב
BDB1163,H1126,בֶּןאֿוֺנִ֑י
BDB1163,H0206,בֶּןאֿוֺנִ֑י
BDB1164,H1127,בֶּןגֶּֿ֫בֶר
BDB1165,H1128,בֶּןדֶּֿ֫קֶר
BDB1166,H1130,בֶּןהֲֿדַד
BDB1167,H1132,בֶּןזֿוֺהֵת
BDB1168,H1133,בֶּןחֿוּר
BDB1169,H1121,בְּנוֺ
BDB1170,H1134,בֶּןחַֿ֫יִל
BDB1171,H1135,בֶּןחָֿנָן
BDB1172,H1136,בֶּןחֶֿ֫סֶד
BDB1172,H2618,בֶּןחֶֿ֫סֶד
BDB1173,H1151,בֶּןעַֿמִּי
BDB1174,H1139,בְּנֵיבְֿרַק
BDB1175,H1142,בְּנֵי יַעֲָק֑ן
BDB1176,H1144,בִּנְיָמִין
BDB1177,H1145,בֶּןיְֿמִינִי
BDB1178,H1148,בְּנִי֑נוּ
BDB1179,H1323,בַּת
BDB1180,H1337,בַּתרַֿבִּים
BDB1181,H1339,בַּתשֶֿׁ֫בַע
BDB1182,H1340,בַּתשֿׁוּעַ
BDB1183,H1332,בִּתְיָה
BDB1184,H1129,בָּנָה
BDB1185,H1131,בִּנּוּי
BDB1186,H1137,בָּנִי
BDB1187,H1138,בֻּנִּי
BDB1188,H1140,בִּנְיָה
BDB1189,H1141,בְּנָיָ֫הוּ
BDB1190,H1146,בִּנְיָן
BDB1191,H2995,יַבְנְאֵל
BDB1192,H2996,יַבְנֶה
BDB1193,H2997,יִבְנְיָה
BDB1194,H2998,יִבְנְיָה
BDB1195,H4011,מִבְנֶה
BDB1196,H4012,מְבֻנַּי
BDB1197,H8403,תַּבְנִית
BDB1199,H0073,אַבְנֵט
BDB1200,H1150,בִּנְעָא
BDB1201,H1152,בְּסוֺדְיָה֑
BDB1202,H1153,בֵּסַי
BDB1204,H1155,בֹּ֫סֶר
BDB1204,H1154,בֹּ֫סֶר
BDB1206,H1157,בַּ֫עַד
BDB1207,H1158,בָּעָה
BDB1209,H1162,בֹּ֫עַז
BDB1210,H1163,בָּעַט
BDB1211,H1166,בָּעַל
BDB1212,H1167,בַּעַל
BDB1212,H1180,בַּעַל
BDB1212,H1181,בַּעַל
BDB1212,H1168,בַּעַל
BDB1212,H1170,בַּעַל
BDB1212,H1176,בַּעַל
BDB1213,H1167,בַּ֫עַל
BDB1213,H1192,בַּ֫עַל
BDB1214,H1171,בַּ֫עַל גַּד
BDB1215,H1174,בַּ֫עַל הָמוֺן
BDB1216,H1177,בַּ֫עַל חָנָן
BDB1217,H1178,בַּ֫עַל חָצוֺר
BDB1218,H1179,בַּ֫עַל חֶרְמוֺן
BDB1219,H1186,בַּ֫עַל מְעוֺן
BDB1220,H1187,בַּ֫עַל פְּעוֺר
BDB1221,H1188,בַּ֫עַל פְּרָצִים
BDB1222,H1189,בַּ֫עַל צְפוֺן
BDB1223,H1190,בַּ֫עַל שָׁלִשָׁה
BDB1224,H1193,בַּ֫עַל תָּמָר
BDB1225,H1172,בַּעֲלָה
BDB1226,H1173,בַּעֲלָה
BDB1226,H1184,בַּעֲלָה
BDB1227,H1191,בַּעֲלָת
BDB1228,H1175,בְּעָלוֺת
BDB1229,H1192,בַּעֲלַת בְּאֵר
BDB1230,H1182,בְּעֶלְיָדָע
BDB1231,H1183,בַּעַלְיָה
BDB1232,H1078,בֵּל
BDB1233,H1112,ֵבּלְאשַׁצַּר
BDB1234,H1185,בַּעֲלִיס
BDB1235,H1195,בַּעֲנָא
BDB1236,H1196,בַּעֲנָה
BDB1237,H1197,בָּעַר
BDB1238,H1200,בְּעֵרָה
BDB1239,H8407,תַּבְעֵרָה
BDB1240,H1165,בְּעִיר
BDB1241,H1197,בָּעַר
BDB1242,H1198,בַּ֫עַר
BDB1243,H1199,בַּעֲרָא
BDB1244,H1160,בְּעוֺר
BDB1245,H1202,בַּעֲשֵׂיָה
BDB1246,H1201,בַּעְשָׁא
BDB1247,H1203,בְּעֶשְׁתְּרָה
BDB1248,H1204,בָּעַת
BDB1249,H1205,בְּעָתָה
BDB1250,H1161,בִּעוּתִים
BDB1251,H1209,בֵּצָ֑י
BDB1253,H1211,בָּצָל
BDB1254,H1212,בְּצַלְאֵל
BDB1255,H1213,בַּצְלוּת
BDB1256,H1214,בָּצַע
BDB1257,H1215,בֶּ֫צַע
BDB1258,H6814,בְּצַעֲנַנִּים
BDB1259,H6814,בְּצַעֲנַנִּים
BDB1260,H1206,בֹּץ
BDB1261,H1207,בִּצָּה
BDB1262,H0949,בּוֺצֵץ
BDB1263,H1216,בָּצֵק
BDB1264,H1217,בָּצֵק
BDB1265,H1218,בָּצְקַת
BDB1266,H1219,בָּצַר
BDB1267,H1220,בֶּ֫צֶר
BDB1267,H1222,בֶּ֫צֶר
BDB1268,H1221,בֶּ֫צֶר
BDB1269,H1223,בָּצְרָה
BDB1270,H1224,בָּצְרָה
BDB1271,H1225,בִּצָּרוֺן
BDB1272,H1226,בַּצֹּרֶת
BDB1273,H1226,בַּצָּרָה
BDB1274,H1210,בָּצִיר
BDB1274,H1208,בָּצִיר
BDB1275,H4013,מִבְצָר
BDB1276,H1230,בַּקְבַּקַּר
BDB1278,H1232,בֻּקִּיָּ֫הוּ
BDB1279,H1231,בֻּקִּי
BDB1280,H1234,בָּקַע
BDB1281,H1235,בֶּ֫קַע
BDB1282,H1237,בִּקְעָה
BDB1283,H1233,בְּקִיעַ
BDB1284,H1238,בָּקַק
BDB1285,H1238,בָּקַק
BDB1286,H1228,בַּקְבֻּק
BDB1287,H1227,בַּקְבּוּק
BDB1288,H1229,בַּקְבֻּקְיָה
BDB1289,H2999,יַבֹּק
BDB1290,H1239,בָּקַר
BDB1291,H1241,בָּקָר
BDB1292,H0941,בּוֺקֵר
BDB1292,H0951,בּוֺקֵר
BDB1293,H1242,בֹּ֫קֶר
BDB1294,H1243,בַּקָּרָה
BDB1295,H1244,בִּקֹּ֫רֶת
BDB1296,H1245,בָּקַשׁ
BDB1297,H1246,בַּקָּשָׁה
BDB1298,H1248,בַּר
BDB1299,H1249,בַּר
BDB1299,H1250,בַּר
BDB1300,H1254,בָּרָא
BDB1301,H1278,בְּרִיאָה
BDB1302,H1256,בְּרָאיָה
BDB1303,H1254,בָּרָא
BDB1304,H1277,בָּרִיא
BDB1304,H1274,בָּרִיא
BDB1304,H1279,בָּרִיא
BDB1305,H1255,בְּרֹאדַךְ בַּלְאֲדָן
BDB1307,H1259,בָּרָד
BDB1308,H1258,בָּרַד
BDB1309,H1261,בָּרֹד
BDB1310,H1260,בֶּ֫רֶד
BDB1311,H1262,בָּרָה
BDB1312,H1279,בִּרְיָה
BDB1313,H1267,בָּרוּת
BDB1315,H1285,בְּרִית
BDB1317,H1269,ברזות
BDB1318,H1270,בַּרְזֶל
BDB1319,H1271,בַּרְזִלַּי
BDB1320,H1272,בָּרַח
BDB1321,H1281,בָּרִיחַ
BDB1322,H1282,בָּרִיחַ
BDB1323,H1280,בְּרִיחַ
BDB1324,H4015,מִבְרָח
BDB1325,H0978,בַרְחֻמִי
BDB1325,H1273,בַרְחֻמִי
BDB1326,H1275,בֵּרִי
BDB1327,H7377,בְּרִי
BDB1328,H1274,בְּרִי
BDB1328,H1279,בְּרִי
BDB1329,H1276,בֵּרִים
BDB1330,H1288,בָּרַךְ
BDB1330,H1263,בָּרַךְ
BDB1331,H1290,בֶּ֫רֶךְ
BDB1332,H1293,בְּרָכָה
BDB1333,H1294,בְּרָכָה
BDB1334,H1263,בָּרוּךְ
BDB1335,H1295,בְּרֵכָה
BDB1336,H1292,בָּרַכְאֵל
BDB1337,H3000,יְבֶרֶכְיָ֫הוּ
BDB1339,H1264,בְּרֹמִים
BDB1340,H1298,בֶּ֫רַע
BDB1341,H1283,בְּרִיעָה
BDB1342,H1284,בְּרִיעִי
BDB1343,H1299,בָּרַק
BDB1344,H1300,בָּרָק
BDB1345,H1301,בָּרָק
BDB1346,H1304,בָּרֶ֫קֶת
BDB1347,H1304,בָּֽרְקַת
BDB1348,H1302,בַּרְקוֺס
BDB1349,H1303,בַּרְקָנִים
BDB1350,H1305,בָּרַר
BDB1351,H1249,בַּר
BDB1352,H1250,בַּר
BDB1353,H1253,בֹּר
BDB1354,H1252,בֹּר
BDB1355,H1287,בֹּרִית
BDB1356,H1250,בָּר
BDB1357,H1257,בַּרְבֻּרִים
BDB1359,H1265,בְּרוֺשׁ
BDB1360,H1266,בְּרוֺת
BDB1361,H1306,בִּרְשַׁע
BDB1363,H1314,בּ֫שֶֹׂם
BDB1364,H1315,בָּֽשְׂמִת
BDB1365,H3005,יִבְשָׂם
BDB1366,H4017,מִבְשָׂם
BDB1367,H1319,בָּשַׂר
BDB1368,H1320,בָּשָׂר
BDB1369,H1309,בְּשׂרָה
BDB1370,H1308,בְּשׂוֺר
BDB1371,H1310,בָּשַׁל
BDB1372,H1311,בָּשֵׁל
BDB1373,H4018,מְבַשְּׁלוֺת
BDB1374,H1312,בִּשְׁלָם
BDB1376,H1316,בָּשָׁן
BDB1377,H5044,נִבְשָׁן
BDB1378,H1318,בשׁס
BDB1379,H1323,בַּת
BDB1380,H1324,בַּת
BDB1381,H1328,בְּתוּאֵל
BDB1382,H1328,בְּתוּאֵל
BDB1382,H1329,בְּתוּאֵל
BDB1384,H1330,בְּתוּלָה
BDB1385,H1331,בְּתוּלִים
BDB1386,H1333,בָּתַק
BDB1387,H1334,בָּתַר
BDB1388,H1335,בֶּ֫תֶר
BDB1388,H1336,בֶּ֫תֶר
BDB1389,H1338,בִּתְרוֺן
BDB1391,H1324,בַּת
BDB1392,H1327,בַּתָּה
BDB1393,H1326,בָּתָה
BDB1395,H1342,גָּאָה
BDB1396,H1341,גֵּא
BDB1397,H1343,גֵּאֶה
BDB1398,H1344,גֵּאָה
BDB1399,H1346,גַּאֲוָה
BDB1400,H1347,גָּאוֺן
BDB1401,H1348,גֵּאוּת
BDB1402,H1345,גְּאוּאֵל
BDB1403,H1349,גַּאֲיוֺן
BDB1404,H1466,גֵּוָה
BDB1405,H1350,גָּאַל
BDB1407,H1353,גְּאֻלָּה
BDB1408,H3008,יִגְאָל
BDB1409,H1351,גָּאַל
BDB1410,H1352,גֹּ֫אֶל
BDB1411,H1354,גַּב
BDB1412,H1357,גֵּב
BDB1413,H1356,גֵּב
BDB1414,H1359,גֹּב
BDB1416,H1360,גֶּ֫בֶא
BDB1418,H1354,גַּב
BDB1419,H1359,גֹּב
BDB1420,H1373,גַּבַּי סַלָּ֑י
BDB1421,H1405,גִּבְּתוֺן
BDB1423,H1357,גֵּב
BDB1424,H1462,גּוֺב
BDB1425,H1462,גֹּבַי
BDB1426,H1361,גָּבַהּ
BDB1427,H1364,גָּבֹהַּ
BDB1427,H1362,גָּבֹהַּ
BDB1428,H1363,גֹּ֫בַהּ
BDB1429,H1365,גַּבְהוּת
BDB1430,H3011,יָגְבְּהָה
BDB1431,H1366,(ה)גבול
BDB1433,H1371,גִּבֵּחַ
BDB1434,H1372,גַּבַּ֫חַת
BDB1435,H1374,גֵּבִים
BDB1437,H1366,גְּבוּל
BDB1438,H1367,גְּבוּלָה
BDB1439,H1383,גַּבְלֻת
BDB1440,H4020,מִגְבָּלֹת
BDB1441,H1379,גָּבַל
BDB1442,H1380,גְּבַל
BDB1443,H1382,גִּבְלִי
BDB1444,H1381,גְּבָל
BDB1446,H1384,גִּבֵּן
BDB1447,H1385,גְּבִינָה
BDB1448,H1386,גַּבְנֹן
BDB1450,H1387,גֶּ֫בַע
BDB1451,H1388,גִּבְעָא
BDB1452,H1389,גִּבְעָה
BDB1453,H1390,גִּבְעָה
BDB1453,H1394,גִּבְעָה
BDB1454,H1394,גִּבְעַת
BDB1455,H1395,גִּבְעָתִי
BDB1456,H1375,גָּבִיעַ
BDB1457,H4021,מִגְבָּעוֺת
BDB1458,H1391,גִּבְעוֺן
BDB1459,H1393,גִּבְעֹנִי
BDB1460,H1392,גִּבְעֹל
BDB1461,H1396,גָּבַר
